pop	true_time
1_2	20.0340141255874
1_2	21.1989091259893
1_2	22.5226188781671
1_2	23.5729840367567
1_2	24.3539954819717
1_2	25.9482752119657
1_2	26.8799782723654
1_2	27.1295704536606
1_2	28.6272037720773
1_2	29.4106875136495
1_2	30.1884325507563
1_2	31.268226850545
1_2	32.8642911466304
1_2	33.6837553728838
1_2	34.5112207378261
1_2	35.8635739476886
1_2	36.9394267876633
1_2	37.9358775718138
1_2	38.7294746623375
1_2	39.6090579894371
1_2	40.6864338009618
1_2	41.7803488597274
1_2	42.4489008984528
1_2	43.4398910314776
1_2	44.8623525043949
1_2	45.0860385431442
1_2	46.4937740955502
1_2	47.2625755155459
1_2	48.3800912969746
1_2	49.7848737859167
1_2	50.344338882016
1_2	51.5182182190474
1_2	52.5274679840077
1_2	53.2113179108128
1_2	54.1753143032547
1_2	55.9220865215175
1_2	56.1747120609507
1_2	57.8428166040685
1_2	58.6536324149929
1_2	59.9755913084373
1_2	60.0841422225349
1_2	61.3417861217167
1_2	62.4885352118872
1_2	63.8788329821546
1_2	64.1708129739854
1_2	65.9025779105723
1_2	66.4416257392149
1_2	67.1135624507442
1_2	68.156652379781
1_2	69.827677680878
1_2	70.8183644430246
1_2	71.893225537613
1_2	72.7270074277185
1_2	73.2316902559251
1_2	74.9113550325856
1_2	75.5758998005185
1_2	76.3337761962321
1_2	77.3396244447213
1_2	78.0458162205759
1_2	79.5972503379453
1_2	80.2694089817815
1_2	81.6102295999881
1_2	82.0290794512257
1_2	83.5700650911313
1_2	84.8519514305517
1_2	85.3689596140757
1_2	86.2920031340327
1_2	87.7532234606333
1_2	88.1012273274828
1_2	89.9395871495362
1_2	90.2148892185651
1_2	91.5533603068907
1_2	92.0125759083312
1_2	93.6407202510163
1_2	94.4108518511057
1_2	95.1894752781373
1_2	96.2932134373114
1_2	97.1253735341597
1_2	98.5262448491994
1_2	99.8627365450375
1_2	100.272420850815
1_2	101.840733806835
1_2	102.992468356621
1_2	103.88927780441
1_2	104.843735118164
1_2	105.11760457349
1_2	106.56850796775
1_2	107.567518562544
1_2	108.577054628171
1_2	109.409281970933
1_2	110.621363952989
1_2	111.701803405536
1_2	112.876061505172
1_2	113.364376925398
1_2	114.532617434626
1_2	115.366962325294
1_2	116.528493448161
1_2	117.986888574669
1_2	118.558880843222
1_2	119.644896015059
1_2	120.966214447515
1_2	121.030043784995
1_2	122.64460699819
1_2	123.062536854064
1_2	124.386057837633
1_2	125.067859136965
1_2	126.669284223113
1_2	127.716575485189
1_2	128.096734154969
1_2	129.303066153545
1_2	130.177286108024
1_2	131.188240787946
1_2	132.406874435022
1_2	133.064808343071
1_2	134.868985093897
1_2	135.719786215806
1_2	136.441027419176
1_2	137.311373512493
1_2	138.597339909058
1_2	139.715765050612
1_2	140.94577979343
1_2	141.073223304469
1_2	142.134796684608
1_2	143.577316956827
1_2	144.228073333623
1_2	145.15120087564
1_2	146.493283170974
1_2	147.33222548943
1_2	148.009990606457
1_2	149.014048637822
1_2	150.899028188549
1_2	151.502249633195
1_2	152.094212188153
1_2	153.692435811274
1_2	154.023251973093
1_2	155.685457265936
1_2	156.921119535575
1_2	157.208072603447
1_2	158.941358838929
1_2	159.011427619494
1_2	160.828915523365
1_2	161.982431665063
1_2	162.060851964168
1_2	163.984758351464
1_2	164.063520068768
1_2	165.776861106744
1_2	166.620639237575
1_2	167.840911824256
1_2	168.497026677709
1_2	169.473138487199
1_2	170.836326189106
1_2	171.075530220056
1_2	172.459964152658
1_2	173.295539777959
1_2	174.436570286518
1_2	175.824461100856
1_2	176.790202571312
1_2	177.545548927272
1_2	178.44700946589
1_2	179.018333880231
1_2	180.989241725532
1_2	181.461147290189
1_2	182.672323124716
1_2	183.073157547973
1_2	184.660823635058
1_2	185.917460453697
1_2	186.349654459162
1_2	187.735525495606
1_2	188.026094070636
1_2	189.587278668536
1_2	190.387191493995
1_2	191.133822357748
1_2	192.518113364
1_2	193.247015430126
1_2	194.665590284159
1_2	195.287017883966
1_2	196.438123200322
1_2	197.357386683812
1_2	198.695069123525
1_2	199.721064482117
1_2	200.295313187642
1_2	201.02556696767
1_2	202.354926244589
1_2	203.78185622301
1_2	204.253368397942
1_2	205.705513075693
1_2	206.969401381677
1_2	207.552058571717
1_2	208.782131385058
1_2	209.589638466481
1_2	210.423587467056
1_2	211.076280607376
1_2	212.114867440425
1_2	213.135394664481
1_2	214.516577957897
1_2	215.299197946209
1_2	216.952859348385
1_2	217.36057966738
1_2	218.165670968592
1_2	219.805940055288
1_2	220.292233638
1_2	221.059404579224
1_2	222.100568335503
1_2	223.793374426197
1_2	224.696867314167
1_2	225.690241367556
1_2	226.019593845122
1_2	227.311051095137
1_2	228.682787083089
1_2	229.604003275279
1_2	230.787553188624
1_2	231.842600960983
1_2	232.040096426615
1_2	233.821976860287
1_2	234.436848464189
1_2	235.478622810682
1_2	236.935696249828
1_2	237.651954015251
1_2	238.91207074374
1_2	239.840345238335
1_2	240.402360263979
1_2	241.880120646674
1_2	242.407689540181
1_2	243.099453488132
1_2	244.743949429598
1_2	245.823058985639
1_2	246.352359393379
1_2	247.165495999157
1_2	248.138917371398
1_2	249.089978527045
1_2	250.721320871962
1_2	251.715616151458
1_2	252.48836231418
1_2	253.40536629362
1_2	254.24531512917
1_2	255.524832666619
1_2	256.313594076084
1_2	257.155463886447
1_2	258.77175051393
1_2	259.663455188274
1_2	260.597623893758
1_2	261.706005910644
1_2	262.431828787783
1_2	263.479439879535
1_2	264.19185656216
1_2	265.906237800838
1_2	266.038109174231
1_2	267.323870819062
1_2	268.528313116869
1_2	269.159730534535
1_2	270.199875338236
1_2	271.616456022952
1_2	272.89045543503
1_2	273.684953125892
1_2	274.013764238451
1_2	275.590214595664
1_2	276.129399831407
1_2	277.065113994293
1_2	278.866125463741
1_2	279.640695858514
1_2	280.640394926304
1_2	281.803839749191
1_2	282.291612470755
1_2	283.957676974358
1_2	284.667014715727
1_2	285.629046727903
1_2	286.072084496496
1_2	287.159098221222
1_2	288.515683078207
1_2	289.116543095326
1_2	290.690816438058
1_2	291.604049448855
1_2	292.947088806424
1_2	293.020298982272
1_2	294.695632992079
1_2	295.098879358964
1_2	296.677260088734
1_2	297.363158850465
1_2	298.737978218356
1_2	299.530843274901
1_2	300.305825485848
1_2	301.540329218842
1_2	302.170488264645
1_2	303.845605288632
1_2	304.319422436878
1_2	305.311403911561
1_2	306.71645483491
1_2	307.296697935089
1_2	308.136988736456
1_2	309.803100152407
1_2	310.771527297795
1_2	311.100820131833
1_2	312.928852389101
1_2	313.701087522553
1_2	314.340964572737
1_2	315.905266760848
1_2	316.708604556043
1_2	317.631709080189
1_2	318.324167212239
1_2	319.87568733911
1_2	320.414346472593
1_2	321.699521469884
1_2	322.257105461322
1_2	323.930308494484
1_2	324.371337475488
1_2	325.501272181515
1_2	326.313973461511
1_2	327.334907928249
1_2	328.424502619775
1_2	329.083130654879
1_2	330.610414129449
1_2	331.361864937702
1_2	332.109363602474
1_2	333.354855804006
1_2	334.574589794734
1_2	335.855050213635
1_2	336.970819965005
1_2	337.178649590584
1_2	338.602273635333
1_2	339.910028728191
1_2	340.542697505793
1_2	341.207224284299
1_2	342.293434430612
1_2	343.752296933439
1_2	344.267312134849
1_2	345.437772517325
1_2	346.887904447736
1_2	347.43596397317
1_2	348.613846617518
1_2	349.488718165085
1_2	350.670457752189
1_2	351.308309875196
1_2	352.076828934019
1_2	353.533035949804
1_2	354.523777484428
1_2	355.549791901372
1_2	356.194549684646
1_2	357.137661372777
1_2	358.648216100875
1_2	359.88011266035
1_2	360.32660776889
1_2	361.841202142183
1_2	362.475098866737
1_2	363.600721663097
1_2	364.025051581673
1_2	365.03810433927
1_2	366.153082284844
1_2	367.708287250483
1_2	368.304751751944
1_2	369.050507723354
1_2	370.964531332487
1_2	371.470788319129
1_2	372.258413994685
1_2	373.503320862306
1_2	374.085199692519
1_2	375.347642300185
1_2	376.087743778946
1_2	377.136743596988
1_2	378.222960152663
1_2	379.660978811327
1_2	380.06476658443
1_2	381.082408011192
1_2	382.637175417505
1_2	383.028756116051
1_2	384.282988562249
1_2	385.797839697218
1_2	386.485672599636
1_2	387.020699525252
1_2	388.029429882998
1_2	389.263869289309
1_2	390.160944737727
1_2	391.544034915511
1_2	392.187779655214
1_2	393.177786128363
1_2	394.380958563648
1_2	395.811093363212
1_2	396.746169582242
1_2	397.548338039778
1_2	398.022014363203
1_2	399.636103868019
1_2	400.450193668716
1_2	401.810860810103
1_2	402.291961363051
1_2	403.98734369874
1_2	404.01232909807
1_2	405.990013347473
1_2	406.416817678604
1_2	407.792557432782
1_2	408.215314805275
1_2	409.039388954174
1_2	410.990029275184
1_2	411.345315476647
1_2	412.029807609972
1_2	413.875201826682
1_2	414.764690310927
1_2	415.610672959825
1_2	416.850554990117
1_2	417.021474226378
1_2	418.267015516758
1_2	419.091388198547
1_2	420.164549081121
1_2	421.633989020251
1_2	422.365902353311
1_2	423.845874173334
1_2	424.486246043351
1_2	425.545939585194
1_2	426.789273632923
1_2	427.836779592326
1_2	428.60029809759
1_2	429.434478872456
1_2	430.950169996591
1_2	431.41436329647
1_2	432.679952969542
1_2	433.967292676447
1_2	434.953870723955
1_2	435.747435960686
1_2	436.493862311123
1_2	437.8309141309
1_2	438.54931943072
1_2	439.990555086639
1_2	440.201333029661
1_2	441.633596861735
1_2	442.860724170692
1_2	443.823590716813
1_2	444.146796688205
1_2	445.244590650778
1_2	446.783990326105
1_2	447.386036304757
1_2	448.762743354775
1_2	449.305172920227
1_2	450.910342665855
1_2	451.706900796853
1_2	452.660941358423
1_2	453.642353517236
1_2	454.58158103819
1_2	455.643796644174
1_2	456.182558315573
1_2	457.23947792151
1_2	458.213697049068
1_2	459.760999905411
1_2	460.526628848165
1_2	461.753392869141
1_2	462.949935640441
1_2	463.965980097884
1_2	464.921726847766
1_2	465.165803437587
1_2	466.631046983879
1_2	467.822233103914
1_2	468.756316645304
1_2	469.153918142663
1_2	470.443838656414
1_2	471.667057702551
1_2	472.841322461143
1_2	473.789351420244
1_2	474.523971009068
1_2	475.753310898785
1_2	476.517425076803
1_2	477.839636028279
1_2	478.621446777834
1_2	479.202598737087
1_2	480.346782570938
1_2	481.905285859946
1_2	482.558837390738
1_2	483.586908115307
1_2	484.028213500744
1_2	485.048932056408
1_2	486.458060298348
1_2	487.971420122311
1_2	488.45220029098
1_2	489.871629024623
1_2	490.461392339785
1_2	491.040410288842
1_2	492.731593099423
1_2	493.022131333593
1_2	494.553540592082
1_2	495.273244420299
1_2	496.518246846041
1_2	497.580983119551
1_2	498.482565320563
1_2	499.373587793903
