pop	true_time
1_2	20.1951641330961
1_2	21.2429918060079
1_2	22.0838868527208
1_2	23.0519348375965
1_2	24.0377605699468
1_2	25.2073288997635
1_2	26.8451916032936
1_2	27.4234178694896
1_2	28.3402757232543
1_2	29.490492319921
1_2	30.7456896796357
1_2	31.7473960011266
1_2	32.1172191982623
1_2	33.2352472944185
1_2	34.3953448466491
1_2	35.7429480093997
1_2	36.6798711058218
1_2	37.1169364091475
1_2	38.4673325514887
1_2	39.5853823730722
1_2	40.1149849323556
1_2	41.4666589286644
1_2	42.9060248648748
1_2	43.0981920466293
1_2	44.1425466937944
1_2	45.6948665271048
1_2	46.0944275767542
1_2	47.3716832902282
1_2	48.9447529201861
1_2	49.4153677211143
1_2	50.2375410425011
1_2	51.3323200689629
1_2	52.9137055196334
1_2	53.5183960697614
1_2	54.623405767139
1_2	55.1658562289085
1_2	56.8402976207435
1_2	57.8706110704225
1_2	58.2163771344349
1_2	59.6328720711172
1_2	60.4926933133975
1_2	61.8740908771288
1_2	62.6347506453749
1_2	63.1671977154911
1_2	64.9405315858312
1_2	65.1160202794708
1_2	66.7959552356042
1_2	67.9395366190001
1_2	68.0701131660026
1_2	69.773014362203
1_2	70.8484149943106
1_2	71.9801943781786
1_2	72.520206495421
1_2	73.0862364945933
1_2	74.8333612778224
1_2	75.0559942692053
1_2	76.023993030889
1_2	77.6999592497014
1_2	78.6387208201922
1_2	79.8833592785522
1_2	80.3973557602149
1_2	81.7523589888588
1_2	82.4597269059159
1_2	83.6447721316945
1_2	84.0885858081747
1_2	85.28651624755
1_2	86.0120362327434
1_2	87.5001238789409
1_2	88.5222468443681
1_2	89.057427853113
1_2	90.3115798230283
1_2	91.9000111394562
1_2	92.5170355553273
1_2	93.0385841992684
1_2	94.4012431267183
1_2	95.9689423202071
1_2	96.5311044643167
1_2	97.2799275831785
1_2	98.8882990002166
1_2	99.9644311191514
1_2	100.743358785054
1_2	101.464647185523
1_2	102.090411353158
1_2	103.033965725685
1_2	104.705826562364
1_2	105.157192399958
1_2	106.903612630675
1_2	107.17565653706
1_2	108.036305683898
1_2	109.523603023263
1_2	110.002776367124
1_2	111.048731530784
1_2	112.628910124768
1_2	113.365585299209
1_2	114.062344526174
1_2	115.38966243458
1_2	116.810528818052
1_2	117.108715588925
1_2	118.505952221574
1_2	119.386692606611
1_2	120.524254059186
1_2	121.838582637487
1_2	122.646539457375
1_2	123.883841864299
1_2	124.068351719528
1_2	125.603196863551
1_2	126.820963907521
1_2	127.358371981885
1_2	128.834540648852
1_2	129.053361728322
1_2	130.375081688398
1_2	131.46141992067
1_2	132.464651669143
1_2	133.690958717139
1_2	134.583070762223
1_2	135.001747608418
1_2	136.922660215991
1_2	137.617561195279
1_2	138.005278430646
1_2	139.424617228098
1_2	140.999485053355
1_2	141.639509650413
1_2	142.126895520603
1_2	143.381769849919
1_2	144.48624640028
1_2	145.740387761733
1_2	146.955587654142
1_2	147.881473016925
1_2	148.408344794996
1_2	149.922920683632
1_2	150.981210706057
1_2	151.154541888274
1_2	152.604636954144
1_2	153.352794978535
1_2	154.083800913533
1_2	155.174846314592
1_2	156.865250485018
1_2	157.299785529496
1_2	158.860165580176
1_2	159.943965104641
1_2	160.084374097874
1_2	161.181741276989
1_2	162.156292929547
1_2	163.077716531698
1_2	164.378740547923
1_2	165.635618943488
1_2	166.407819522079
1_2	167.130719011184
1_2	168.434168389998
1_2	169.463938443922
1_2	170.538538395194
1_2	171.714806745993
1_2	172.891357393935
1_2	173.285871270113
1_2	174.96553597413
1_2	175.924995551584
1_2	176.102025664179
1_2	177.81012653769
1_2	178.720831200248
1_2	179.71514716302
1_2	180.380405246979
1_2	181.574164600112
1_2	182.365904751467
1_2	183.658822260099
1_2	184.533701156499
1_2	185.830045336857
1_2	186.069494335447
1_2	187.910215576645
1_2	188.990337653551
1_2	189.71683067875
1_2	190.293048655614
1_2	191.090006738901
1_2	192.0060122672
1_2	193.045336002251
1_2	194.335051095812
1_2	195.219626678154
1_2	196.797636678442
1_2	197.133255615598
1_2	198.751278861891
1_2	199.064487342956
1_2	200.679398862645
1_2	201.628519866616
1_2	202.911438515177
1_2	203.979978238931
1_2	204.994639257668
1_2	205.847349724267
1_2	206.278329946799
1_2	207.338415365433
1_2	208.273966975044
1_2	209.331147482386
1_2	210.850477328291
1_2	211.661920440849
1_2	212.17414575466
1_2	213.46256351145
1_2	214.924372630427
1_2	215.850430204533
1_2	216.442187554436
1_2	217.306415650761
1_2	218.610362331616
1_2	219.871169558493
1_2	220.890654674266
1_2	221.537810203386
1_2	222.558907337952
1_2	223.500168025261
1_2	224.681760686915
1_2	225.687664656667
1_2	226.252206185833
1_2	227.596496595768
1_2	228.045395674882
1_2	229.236645762809
1_2	230.546796109993
1_2	231.894727417734
1_2	232.771718817065
1_2	233.53866905882
1_2	234.91992390831
1_2	235.578481594799
1_2	236.191341830418
1_2	237.436462175567
1_2	238.198896902846
1_2	239.398346287664
1_2	240.294319584034
1_2	241.32800796954
1_2	242.807098702295
1_2	243.385048519587
1_2	244.030901022954
1_2	245.27139902045
1_2	246.154287883779
1_2	247.698040108662
1_2	248.856420174474
1_2	249.13171118754
1_2	250.468530052807
1_2	251.850591467461
1_2	252.230440066429
1_2	253.149900358869
1_2	254.569823883474
1_2	255.725403846009
1_2	256.455017277505
1_2	257.01883205655
1_2	258.598239121959
1_2	259.328066953458
1_2	260.04922818765
1_2	261.140579279047
1_2	262.50058427779
1_2	263.925072653685
1_2	264.790176184382
1_2	265.093678984791
1_2	266.511946508195
1_2	267.90659705922
1_2	268.015175492968
1_2	269.600763106253
1_2	270.47869793023
1_2	271.286337960977
1_2	272.866272343788
1_2	273.056283167098
1_2	274.27676348458
1_2	275.740933222463
1_2	276.594435950974
1_2	277.746079346631
1_2	278.341826286167
1_2	279.575208888855
1_2	280.234599183779
1_2	281.35314188851
1_2	282.142749487655
1_2	283.06284520519
1_2	284.394569941796
1_2	285.928457451286
1_2	286.492024720181
1_2	287.702145430958
1_2	288.36150716152
1_2	289.102362896549
1_2	290.588434117148
1_2	291.935578816338
1_2	292.965964243049
1_2	293.359994887374
1_2	294.67825044808
1_2	295.063605132978
1_2	296.16495504207
1_2	297.065473499009
1_2	298.997328510508
1_2	299.46424590447
1_2	300.27824353287
1_2	301.887908059405
1_2	302.399477176601
1_2	303.215588303981
1_2	304.288880500244
1_2	305.951182548888
1_2	306.710277186939
1_2	307.540427823784
1_2	308.023081046529
1_2	309.852391275112
1_2	310.683745332295
1_2	311.795240739593
1_2	312.500798213528
1_2	313.603202617029
1_2	314.065398797626
1_2	315.66294096387
1_2	316.638880062615
1_2	317.058801402804
1_2	318.224224040983
1_2	319.8269964254
1_2	320.397189191077
1_2	321.667542978888
1_2	322.267368952744
1_2	323.194307259284
1_2	324.809334191494
1_2	325.904348788317
1_2	326.116174354916
1_2	327.311684126966
1_2	328.724049116485
1_2	329.789949538885
1_2	330.102292662254
1_2	331.509037040174
1_2	332.444136947859
1_2	333.905181180919
1_2	334.251729327487
1_2	335.15054404526
1_2	336.975183023605
1_2	337.386160993949
1_2	338.361043910263
1_2	339.16617468535
1_2	340.686092060991
1_2	341.461532788351
1_2	342.961019118084
1_2	343.922005570959
1_2	344.476403334411
1_2	345.03019664064
1_2	346.459692709614
1_2	347.893167842412
1_2	348.04152558418
1_2	349.97164205974
1_2	350.452345956117
1_2	351.727419282775
1_2	352.756854833104
1_2	353.229816093342
1_2	354.053949709749
1_2	355.268238384277
1_2	356.820471996441
1_2	357.660081364447
1_2	358.377816440305
1_2	359.751632253872
1_2	360.33891343209
1_2	361.35152893234
1_2	362.87421922083
1_2	363.155407810118
1_2	364.866669389885
1_2	365.842273903778
1_2	366.433814155869
1_2	367.591628371971
1_2	368.657679529162
1_2	369.502966710366
1_2	370.380685911747
1_2	371.860436820658
1_2	372.095127635635
1_2	373.244427524274
1_2	374.73072783649
1_2	375.249581361189
1_2	376.763561505359
1_2	377.035383246606
1_2	378.23482436873
1_2	379.186223487603
1_2	380.171664639609
1_2	381.025160334306
1_2	382.501604908612
1_2	383.801448167535
1_2	384.477340046316
1_2	385.59088452952
1_2	386.812750171637
1_2	387.447877730941
1_2	388.889770555543
1_2	389.711565860314
1_2	390.72016142658
1_2	391.322437831899
1_2	392.701010745019
1_2	393.535019697389
1_2	394.639847865095
1_2	395.470656849444
1_2	396.661699057324
1_2	397.454032094451
1_2	398.056457674131
1_2	399.052243660204
1_2	400.489657293539
1_2	401.838086311705
1_2	402.41790217231
1_2	403.622327914694
1_2	404.077092672698
1_2	405.908154706703
1_2	406.804025308229
1_2	407.9263956137
1_2	408.53433164442
1_2	409.397845706437
1_2	410.67016259674
1_2	411.446432619123
1_2	412.085931221955
1_2	413.176979865646
1_2	414.747929489706
1_2	415.908385475399
1_2	416.844045147998
1_2	417.153851166135
1_2	418.173303395044
1_2	419.791302605998
1_2	420.0196367756
1_2	421.88710211101
1_2	422.710678489413
1_2	423.91802107566
1_2	424.420888109831
1_2	425.927572398679
1_2	426.288348180708
1_2	427.676032928983
1_2	428.665719731012
1_2	429.905432205414
1_2	430.497663376853
1_2	431.213297927054
1_2	432.523928102339
1_2	433.96229306329
1_2	434.005697764689
1_2	435.367850995623
1_2	436.140214931453
1_2	437.469079855364
1_2	438.921726950677
1_2	439.46017340431
1_2	440.214216873283
1_2	441.370263067773
1_2	442.270796827506
1_2	443.542168689426
1_2	444.299789696932
1_2	445.060136127518
1_2	446.661695312243
1_2	447.127679075813
1_2	448.163085884647
1_2	449.556425499963
1_2	450.491973368917
1_2	451.121410756139
1_2	452.227253595367
1_2	453.243203076301
1_2	454.294553100131
1_2	455.192739960039
1_2	456.017113211099
1_2	457.734145007096
1_2	458.963128258707
1_2	459.072396661853
1_2	460.778539663414
1_2	461.521584780188
1_2	462.094006145606
1_2	463.585674304049
1_2	464.946900827345
1_2	465.697399219032
1_2	466.862327792682
1_2	467.470828815363
1_2	468.928696118528
1_2	469.128505418543
1_2	470.301332382252
1_2	471.441769152414
1_2	472.610675584292
1_2	473.626873062924
1_2	474.221495054429
1_2	475.312922377139
1_2	476.647277603857
1_2	477.067460265011
1_2	478.584086950868
1_2	479.87595533533
1_2	480.14953403268
1_2	481.939021960599
1_2	482.014951139223
1_2	483.589614701923
1_2	484.922506432282
1_2	485.285519500263
1_2	486.443991317414
1_2	487.112997945631
1_2	488.186828620965
1_2	489.009311984992
1_2	490.654190291185
1_2	491.122179895872
1_2	492.823618238792
1_2	493.34663213836
1_2	494.016645886702
1_2	495.010527842212
1_2	496.402895989362
1_2	497.5894745728
1_2	498.949369363254
1_2	499.784419788979
1_2	500.518556889379
1_2	501.460197435226
1_2	502.439503871137
1_2	503.913860134315
1_2	504.1740360728
1_2	505.494066915708
1_2	506.605427271686
1_2	507.816649093525
1_2	508.674549468793
1_2	509.271802182076
1_2	510.050686840666
1_2	511.969834039453
1_2	512.450583935715
1_2	513.966169524007
1_2	514.824134820607
1_2	515.675887757214
1_2	516.139978607418
1_2	517.202513849363
1_2	518.021993902279
1_2	519.506471338915
1_2	520.958190133562
1_2	521.921996004879
1_2	522.107973642182
1_2	523.829935642891
