"","cell_id","step_ix","simulation_i","sim_time","num_molecules","mult","lib_size"
"1","cell1",3232,3,586.008333332965,4996664,0.451725100302157,1901614
"2","cell2",3320,3,674.008333332885,5719185,0.996571043590139,7264651
"3","cell3",829,1,587.008333332964,5148004,0.305452210680506,3606109
"4","cell4",3231,3,585.008333332966,4999629,0.705551585233845,2063946
"5","cell5",835,1,593.008333332958,5119806,0.385041871209934,3084324
"6","cell6",3287,3,641.008333332915,5279150,0.5764872708618,4417773
"7","cell7",1674,2,230.008333333288,5876052,1.20890241128482,10528446
"8","cell8",2067,2,623.008333332931,4871982,0.389344015022335,1379829
"9","cell9",3223,3,577.008333332973,5038008,0.782990173857072,2771254
"10","cell10",904,1,662.008333332896,5618836,0.739968735733057,5751221
"11","cell11",436,1,194.008333333321,5396914,0.924960919666321,4904771
"12","cell12",3231,3,585.008333332966,4999629,1.47563532765371,2075542
"13","cell13",896,1,654.008333332903,5594073,0.359229008335525,5612079
"14","cell14",2124,2,680.008333332879,5764126,0.83461589960589,8406523
"15","cell15",826,1,584.008333332967,5142640,0.694796225702841,3293038
"16","cell16",1767,2,323.008333333204,5876554,0.283941491618499,10551636
"17","cell17",1014,1,772.008333332796,5839723,0.851824474855496,9021069
"18","cell18",3229,3,583.008333332967,5002216,2.7736940041385,2353826
"19","cell19",989,1,747.008333332818,5654681,1.06262952166317,6010099
"20","cell20",1624,2,180.000000000001,5344779,1.11495710560063,4788819
"21","cell21",2767,3,121.000000000042,5001294,0.445271884583554,2307446
"22","cell22",3226,3,580.00833333297,5007768,0.215092159366054,2353826
"23","cell23",1631,2,187.008333333328,5504515,2.58582885296492,5171461
"24","cell24",2139,2,695.008333332866,5708481,0.301150066868104,6655647
"25","cell25",3231,3,585.008333332966,4999629,0.367833295960328,2098732
"26","cell26",1592,2,148.00000000003,4866459,2.70207793490716,1240687
"27","cell27",3281,3,635.00833333292,5150779,0.795896605294276,3745251
"28","cell28",2815,3,169.000000000011,4979432,0.436667596958752,1855233
"29","cell29",399,1,157.000000000022,5080371,0.819558396262484,2956777
"30","cell30",944,1,702.008333332859,5535176,0.344171504992119,5356984
"31","cell31",299,1,57.0083333333307,5250060,2.35663170597535,4162678
"32","cell32",1489,2,45.0083333333314,5234024,0.668983362828432,4058322
"33","cell33",3345,3,699.008333332862,5666501,1.1594277574422,6145458
"34","cell34",2216,2,772.008333332796,5735944,1.94241793129927,7409336
"35","cell35",600,1,358.008333333172,6147327,2.33507863308684,21268107
"36","cell36",3368,3,722.008333332841,5517933,1.1400681102864,5241032
"37","cell37",927,1,685.008333332875,5509503,1.60679299392373,5183056
"38","cell38",3225,3,579.008333332971,5016044,1.29064314372045,2469779
"39","cell39",825,1,583.008333332967,5129615,1.51865676577773,3259266
"40","cell40",1580,2,136.000000000041,4878064,0.519773944413808,1438667
"41","cell41",2862,3,216.008333333301,5784074,0.957226998259332,8410117
"42","cell42",3447,3,801.008333332769,6158674,0.664681219016031,21318645
"43","cell43",1979,2,535.008333333011,5291044,1.06693166547557,4638082
"44","cell44",3318,3,672.008333332887,5717095,0.51668351276754,7223812
"45","cell45",2893,3,247.008333333273,5668314,0.717738200777701,6249815
"46","cell46",3228,3,582.008333332968,5001529,0.722760160483451,2342231
"47","cell47",1669,2,225.008333333293,5857394,0.69264515379664,9299354
"48","cell48",431,1,189.008333333326,5284328,1.5601938820484,4591701
"49","cell49",771,1,529.008333333017,5271454,0.514106185581978,4406178
"50","cell50",2215,2,771.008333332796,5713131,0.522710473206781,6957123
"51","cell51",3232,3,586.008333332965,4996664,0.419459021709146,1913209
"52","cell52",1606,2,162.000000000017,4948904,1.04326987450736,1669709
"53","cell53",3316,3,670.008333332888,5709146,0.507652969863376,6864361
"54","cell54",3287,3,641.008333332915,5279150,0.767932670513666,4498939
"55","cell55",1513,2,69.000000000001,5230295,0.311905426399108,4019906
