"","cell_id","step_ix","simulation_i","sim_time","num_molecules","mult","lib_size"
"1","cell1",183,1,121.000000000042,6353805,0.733683068263401,3622006
"2","cell2",215,1,153.000000000025,6675019,0.393579255278326,6341779
"3","cell3",817,2,251.008333333269,6904965,1.01603340357177,12082070
"4","cell4",1107,3,37.0083333333319,4909648,0.387162202203136,2366726
"5","cell5",192,1,130.000000000046,6459539,1.62565344571482,4197342
"6","cell6",616,2,50.0083333333311,4543087,1.31121784503051,2276615
"7","cell7",1215,3,145.000000000032,6224893,0.331886394324775,3438944
"8","cell8",590,2,24.0083333333326,4330201,0.761490298255891,2028824
"9","cell9",245,1,183.008333333331,6913470,0.68662467904534,16384019
"10","cell10",187,1,125.000000000046,6426319,1.08020393432367,4118887
"11","cell11",1225,3,155.000000000023,6377184,0.532615405240778,3752764
"12","cell12",1107,3,37.0083333333319,4909648,0.592507900609219,2405953
"13","cell13",824,2,258.008333333263,6928893,2.90050798998592,20927452
"14","cell14",217,1,155.000000000023,6695506,0.812826722857412,6672782
"15","cell15",192,1,130.000000000046,6459539,1.09157082493201,4354252
"16","cell16",265,1,203.008333333313,6873409,1.63707700152162,9937633
"17","cell17",753,2,187.008333333328,6554890,1.06309179278983,5217257
"18","cell18",751,2,185.008333333329,6533570,0.455610768338497,5008044
"19","cell19",192,1,130.000000000046,6459539,1.51228550805313,4406556
"20","cell20",590,2,24.0083333333326,4330201,0.588229865225759,2039830
"21","cell21",576,2,10.0000000000001,4035150,1.25560338504553,1882920
"22","cell22",186,1,124.000000000045,6408289,1.62779246340655,3988129
"23","cell23",827,2,261.00833333326,6917625,1.79410374772742,17730830
"24","cell24",195,1,133.000000000043,6479841,1.1892938366019,4873635
"25","cell25",1128,3,58.0083333333307,4943671,0.352937919135455,2510560
"26","cell26",1196,3,126.000000000046,6145722,1.1465134827673,3308186
"27","cell27",222,1,160.000000000019,6745854,3.42342920384246,7348618
"28","cell28",1124,3,54.0083333333309,4949792,4.97929003021126,2523636
"29","cell29",215,1,153.000000000025,6675019,0.423525502962546,6420234
"30","cell30",215,1,153.000000000025,6675019,0.795714581323572,6485613
"31","cell31",109,1,47.0083333333313,5029489,0.410691396812166,2675717
"32","cell32",639,2,73.0000000000042,4848437,1.53581470266216,2327498
"33","cell33",738,2,172.000000000008,6467724,0.316574618376045,4838058
"34","cell34",766,2,200.008333333316,6632776,0.855607076692013,5897201
"35","cell35",775,2,209.008333333308,6669507,0.380745149127946,6289476
"36","cell36",1136,3,66.0083333333319,4983573,0.549727546774618,2589015
"37","cell37",1225,3,155.000000000023,6377184,0.410691396812166,3818143
"38","cell38",710,2,144.000000000033,6227051,0.545449511391158,3478172
"39","cell39",217,1,155.000000000023,6695506,0.297323459150474,6707902
"40","cell40",1119,3,49.0083333333312,4930930,0.958279925895054,2510560
"41","cell41",774,2,208.008333333308,6663792,2.68018916773773,6211021
