"","cell_id","step_ix","simulation_i","sim_time","num_molecules","mult","lib_size"
"1","cell1",520,2,14.0083333333332,2785117,1.17087905614718,2239089
"2","cell2",683,2,177.000000000003,3375213,1.10993094046995,3624640
"3","cell3",186,1,112.000000000035,3137686,1.18363335129974,3038280
"4","cell4",1163,3,225.008333333293,3975048,1.05764684582841,5507960
"5","cell5",522,2,16.0083333333331,2795520,1.19422514547896,2250058
"6","cell6",1096,3,158.000000000021,3284427,0.575557246378151,3396864
"7","cell7",189,1,115.000000000038,3161194,1.12761385379544,3047207
"8","cell8",289,1,215.008333333302,3744093,0.767069528646085,4411358
"9","cell9",1005,3,67.0083333333327,2964955,0.85298618175343,2730519
"10","cell10",96,1,22.0083333333327,2793111,1.16449449364185,2245550
"11","cell11",514,2,8.00000000000019,2742465,0.895147047606356,1890300
"12","cell12",985,3,47.0083333333313,2931088,0.758647410938372,2679997
"13","cell13",543,2,37.0083333333319,2848707,0.467230195252736,2521607
"14","cell14",104,1,30.0083333333323,2894212,0.97050369754422,2642774
"15","cell15",995,3,57.0083333333307,2927139,0.754236644553568,2677561
"16","cell16",638,2,132.000000000044,3165871,0.716699511619744,3048724
"17","cell17",542,2,36.0083333333319,2850737,1.04410253452397,2542301
"18","cell18",1039,3,101.000000000026,3144924,0.970743909436004,3046453
"19","cell19",1122,3,184.00833333333,3432457,1.75466212451833,3765028
"20","cell20",149,1,75.0000000000058,2992844,0.734380271251909,2790894
"21","cell21",737,2,231.008333333288,3933798,0.716797210739249,5050176
"22","cell22",81,1,7.00000000000014,2654196,0.792562526547554,1721847
"23","cell23",231,1,157.000000000022,3263339,1.40531925094065,3277483
"24","cell24",712,2,206.00833333331,3603560,0.760493347457575,4187270
"25","cell25",741,2,235.008333333284,3948309,0.803914293337773,5373028
"26","cell26",1074,3,136.000000000041,3234466,0.816704264125969,3231101
"27","cell27",532,2,26.0083333333325,2826023,1.58429897917598,2321979
"28","cell28",542,2,36.0083333333319,2850737,0.852955211109173,2563670
"29","cell29",968,3,30.0083333333323,2835284,1.45297782843143,2381427
"30","cell30",1018,3,80.0000000000097,3063651,0.967899827344512,2893455
"31","cell31",615,2,109.000000000033,3064567,1.60882649067003,2911064
"32","cell32",1031,3,93.0000000000201,3116319,1.26300683927903,2991550
"33","cell33",804,2,298.008333333227,3906014,1.13445701185628,4989750
"34","cell34",681,2,175.000000000005,3362656,0.548420067950346,3561110
"35","cell35",682,2,176.000000000004,3368267,0.713303130843798,3590609
"36","cell36",518,2,12.0083333333333,2769130,0.541276923779611,2025756
"37","cell37",351,1,277.008333333246,3974704,0.643556829469561,5466450
"38","cell38",544,2,38.0083333333318,2845533,1.26442295630665,2487888
"39","cell39",684,2,178.000000000002,3383354,1.05822926769752,3675440
"40","cell40",103,1,29.0083333333323,2881866,1.00945908648288,2594695
"41","cell41",90,1,16.0083333333331,2747054,0.73970922045741,2020153
"42","cell42",1148,3,210.008333333307,3897677,0.441454386440485,4973183
"43","cell43",1118,3,180.000000000001,3448716,1.14385460017999,3945977
"44","cell44",943,3,5.00000000000004,2568378,1.08213361994683,1382085
"45","cell45",73,1,0,2600125,1.23011988096307,1396842
"46","cell46",680,2,174.000000000006,3356790,0.953937484295436,3539629
"47","cell47",519,2,13.0083333333332,2778016,0.758568084590373,2195671
"48","cell48",629,2,123.000000000044,3136708,0.889713554577292,3027309
"49","cell49",681,2,175.000000000005,3362656,1.03387668414184,3572613
"50","cell50",662,2,156.000000000022,3270575,0.822875240745592,3389129
"51","cell51",655,2,149.000000000029,3229630,0.971226963955175,3207406
"52","cell52",106,1,32.0083333333322,2916073,0.801063759016058,2677463
"53","cell53",75,1,1.00833333333333,2602780,1.71167694659663,1676449
"54","cell54",231,1,157.000000000022,3263339,0.458210831475613,3282642
"55","cell55",73,1,0,2600125,0.862092757007563,1438344
"56","cell56",538,2,32.0083333333322,2842581,0.760539971595922,2438914
"57","cell57",543,2,37.0083333333319,2848707,0.592659064364751,2523522
"58","cell58",682,2,176.000000000004,3368267,0.485933986488563,3620593
"59","cell59",554,2,48.0083333333313,2833281,1.31875436706801,2381178
"60","cell60",1096,3,158.000000000021,3284427,1.77898233841784,3434119
